============================================================================================
ANSOFT                                                                              02/07/20
Double Slot 50 Ohm Transfer Function                                                14:53:25

--------------------------------------------------------------------------------------------
        Freq [GHz]   ocVre*sqrt(50/(.5*(ocVre^2+ocVim^2)/outPower)) []   ocVim*sqrt(50/(.5*(ocVre^2+ocVim^2)/outPower)) []
                                                          Phase='0deg'                                        Phase='0deg'
24.000000000000000                                   0.001921579184449                                   0.000674580946361
24.010000000000002                                   0.001936103538013                                   0.000659886382494
24.020000000000000                                   0.001950549558067                                   0.000644962886573
24.030000000000001                                   0.001964914142727                                   0.000629809822294
24.039999999999999                                   0.001979194194494                                   0.000614426579604
24.050000000000001                                   0.001993386549153                                   0.000598812578841
24.059999999999999                                   0.002007487995737                                   0.000582967257089
24.070000000000000                                   0.002021495342285                                   0.000566890088054
24.079999999999998                                   0.002035405266470                                   0.000550580631389
24.090000000000000                                   0.002049214511831                                   0.000534038375746
24.100000000000001                                   0.002062919732790                                   0.000517262943178
24.109999999999999                                   0.002076517572826                                   0.000500253946847
24.120000000000001                                   0.002090004584354                                   0.000483011034891
24.129999999999999                                   0.002103377340858                                   0.000465533923757
24.140000000000001                                   0.002116632404463                                   0.000447822309160
24.149999999999999                                   0.002129766216536                                   0.000429875996300
24.160000000000000                                   0.002142775242407                                   0.000411694789087
24.170000000000002                                   0.002155655896293                                   0.000393278519359
24.180000000000000                                   0.002168404550903                                   0.000374627117917
24.190000000000001                                   0.002181017569455                                   0.000355740511075
24.199999999999999                                   0.002193491228937                                   0.000336618680680
24.210000000000001                                   0.002205821820427                                   0.000317261664234
24.219999999999999                                   0.002218005576460                                   0.000297669532953
24.230000000000000                                   0.002230038707729                                   0.000277842419750
24.239999999999998                                   0.002241917403378                                   0.000257780504645
24.250000000000000                                   0.002253637754651                                   0.000237483991127
24.260000000000002                                   0.002265195871650                                   0.000216953176865
24.270000000000000                                   0.002276587862674                                   0.000196188385347
24.280000000000001                                   0.002287809725818                                   0.000175190001730
24.289999999999999                                   0.002298857436351                                   0.000153958450525
24.300000000000001                                   0.002309727021127                                   0.000132494238940
24.309999999999999                                   0.002320414348721                                   0.000110797914815
24.320000000000000                                   0.002330915369185                                   0.000088870085614
24.329999999999998                                   0.002341225938450                                   0.000066711425239
24.340000000000000                                   0.002351341890910                                   0.000044322660726
24.350000000000001                                   0.002361259028738                                   0.000021704587496
24.359999999999999                                   0.002370973102138                                  -0.000001141937986
24.370000000000001                                   0.002380479934783                                  -0.000024215993265
24.379999999999999                                   0.002389775158853                                  -0.000047516589090
24.390000000000001                                   0.002398854522260                                  -0.000071042670649
